CGPA,TargetCompany,Skills,SkillMatchPct,PlacementProbability,PlacementStatus
7.1,Oracle,"Database Design, Vue.js, C#, Deep Learning, NumPy, Go, SQL, Angular, Java, Cloud Architecture",100.0,31.64,Low Chance
5.0,TCS,"JavaScript, Enterprise Solutions, SQL, Agile, Java",100.0,15.35,Low Chance
8.0,Adobe,"UI/UX, C++, Graphics, SQL, Java",100.0,90.81,High Chance
9.8,Meta,"JavaScript, Python, Node.js, React, Social Media Tech",100.0,79.12,High Chance
7.2,Netflix,"AWS, Microservices, Python, C#, Deep Learning, Rust, React, Jira, Java, Machine Learning",100.0,20.74,Low Chance
5.8,Adobe,"Kotlin, Django, Jenkins, Git, TensorFlow",0.0,12.49,Low Chance
9.8,TCS,"Kotlin, JavaScript, Enterprise Solutions, SQL, Java",100.0,90.7,High Chance
6.6,Netflix,"NLP, AWS, Microservices, Python, Scrum, Flask, Java, Machine Learning",100.0,17.64,Low Chance
7.8,Oracle,"Database Design, Django, SQL, Flask, Java, Cloud Architecture, Teamwork",100.0,100.0,High Chance
6.5,Netflix,"JavaScript, AWS, Microservices, Python, Spring Boot, Computer Vision, Java, Machine Learning",100.0,7.09,Low Chance
7.3,Microsoft,"MongoDB, C++, Software Design, C#, Azure, Cloud, Go, Swift",100.0,20.6,Low Chance
7.6,Amazon,"Scalability, Leadership, AWS, GitHub, PostgreSQL, Go, Spring Boot, SQL, React, Java, GCP",100.0,54.62,Medium Chance
7.1,Infosys,"Redis, Django, Azure, NumPy, Web Development, SQL, React, Cassandra, Java, Communication",100.0,84.5,High Chance
9.6,Meta,"Git, JavaScript, Python, Node.js, React, Flask, Social Media Tech",100.0,88.67,High Chance
7.8,Adobe,"UI/UX, C++, Graphics, NLP, Scrum, Java, Express",100.0,47.45,Medium Chance
7.4,Oracle,"Kotlin, Jenkins, NLP, AWS, MySQL, Machine Learning",0.0,34.7,Low Chance
8.3,TCS,"Teamwork, Rust, Jira",0.0,18.42,Low Chance
9.4,Google,"Algorithms, C++, AWS, Python, Machine Learning, Data Analysis",100.0,87.84,High Chance
9.4,TCS,"Django, JavaScript, Leadership, AWS, Azure, Enterprise Solutions, SQL, Java, TensorFlow",100.0,92.03,High Chance
6.8,Microsoft,"Node.js, Azure, Rust, Machine Learning",20.0,1.93,Low Chance
7.9,Oracle,"Agile, PyTorch, Computer Vision, Docker",0.0,48.03,Medium Chance
7.8,IBM,"Vue.js, Data Science, AI, AWS, C#, Python, Cloud, Rust, Flask",100.0,86.37,High Chance
6.0,IBM,"Vue.js, C++, Deep Learning, Flask, Jira, Data Analysis",0.0,16.44,Low Chance
6.3,TCS,"Tableau, JavaScript, Go, Enterprise Solutions, SQL, React, Java",100.0,29.25,Low Chance
9.1,IBM,"Data Science, AI, Python, Cloud, PostgreSQL, Scrum, Communication, Docker",100.0,84.71,High Chance
7.6,TCS,"Jira, TypeScript",0.0,22.72,Low Chance
6.2,Netflix,"AWS, Microservices, Python, Java, Machine Learning",100.0,5.8,Low Chance
5.9,Adobe,"Kotlin, C#, Data Analysis, Flask",0.0,29.6,Low Chance
5.9,Infosys,"Teamwork, Jenkins",0.0,18.59,Low Chance
8.5,Apple,"C++, Objective-C, Swift, Quality Assurance, Communication",100.0,100.0,High Chance
6.3,Adobe,"TypeScript, Scrum, NumPy",0.0,21.82,Low Chance
5.3,Apple,"Kotlin, Problem Solving, NLP",0.0,27.14,Low Chance
7.4,Infosys,"AWS, Web Development, Spring Boot, SQL, Computer Vision, Data Analysis, Java, Communication",100.0,93.17,High Chance
5.0,Google,"MongoDB, C#",0.0,20.06,Low Chance
5.5,Amazon,"Power BI, Scalability, Kotlin, TypeScript, Leadership, AWS, SQL, Scrum, Java, Data Analysis",100.0,27.9,Low Chance
8.3,Apple,"Jira, Deep Learning, Problem Solving",0.0,39.43,Low Chance
8.8,Google,"Algorithms, C++, AWS, Python, Kubernetes, Flask, Machine Learning, Data Analysis, Docker",100.0,87.08,High Chance
7.5,Oracle,"Tableau, Jira, Computer Vision, Kubernetes",0.0,18.39,Low Chance
7.5,Amazon,"Scalability, Leadership, AWS, Deep Learning, SQL, Jira, Java, Express",100.0,36.54,Low Chance
7.7,Infosys,"Git, JavaScript, GitHub, Pandas, Flask, Express",0.0,13.4,Low Chance
7.7,Amazon,"Deep Learning, Go, Computer Vision, Java, TensorFlow",20.0,32.89,Low Chance
5.0,Apple,"Power BI, Scikit-Learn, PostgreSQL, PyTorch, Problem Solving",0.0,23.98,Low Chance
5.0,IBM,"Rust, React, Go",0.0,13.43,Low Chance
8.1,Microsoft,"Python, PostgreSQL, SQL, React, Jira, Teamwork",0.0,42.58,Low Chance
9.4,TCS,"NLP, Tableau, JavaScript, Enterprise Solutions, SQL, Pandas, Java, Communication, TensorFlow",100.0,96.65,High Chance
9.2,Amazon,"Jira, TypeScript, Pandas, MongoDB",0.0,25.05,Low Chance
7.4,Adobe,"Leadership, JavaScript, C#, Cassandra, Docker",0.0,25.34,Low Chance
7.1,IBM,"Azure, SQL, React, Scrum, Teamwork",0.0,47.18,Medium Chance
7.9,Infosys,"Web Development, SQL, Java, Communication, Problem Solving",100.0,90.16,High Chance
7.1,Apple,"Scikit-Learn, Computer Vision, Problem Solving",0.0,20.0,Low Chance
6.6,Infosys,"Vue.js, Rust, GCP",0.0,35.43,Low Chance
9.6,IBM,"C++, Data Science, AI, Python, Cloud, Java",100.0,88.44,High Chance
7.2,Adobe,"UI/UX, C++, Graphics, Leadership, MySQL, Spring Boot, Java",100.0,9.65,Low Chance
5.2,Google,"Pandas, Data Analysis, Scrum, Go",20.0,14.15,Low Chance
5.7,Apple,"C++, Django, JavaScript, Leadership, MySQL, Objective-C, Swift, Jira, Quality Assurance, Communication, Docker",100.0,27.81,Low Chance
7.6,Oracle,"Spring Boot, Angular, GCP, JavaScript",0.0,31.58,Low Chance
6.0,TCS,"JavaScript, Scikit-Learn, Go",25.0,42.7,Low Chance
7.9,Netflix,"Cassandra, NumPy",0.0,28.99,Low Chance
7.0,Adobe,"UI/UX, MongoDB, C++, Graphics, NLP, GitHub, Angular, Swift, TensorFlow, Java, Docker, Matplotlib",100.0,10.4,Low Chance
6.7,Oracle,"Database Design, C#, PyTorch, SQL, Rust, Java, Cloud Architecture, Communication, Docker",100.0,33.87,Low Chance
7.1,Oracle,"Database Design, Jenkins, MySQL, SQL, Cassandra, Java, Cloud Architecture",100.0,30.79,Low Chance
9.2,Amazon,"Pandas, Communication, Problem Solving, Python",0.0,43.4,Low Chance
8.3,Infosys,"Kotlin, Django, MySQL, Pandas, Rust, Docker",0.0,29.99,Low Chance
5.2,Amazon,"Power BI, Scalability, Leadership, AWS, NumPy, SQL, Angular, Java, Docker",100.0,6.11,Low Chance
7.9,Meta,"TypeScript, C++, JavaScript, Python, Node.js, Spring Boot, Computer Vision, React, Social Media Tech",100.0,44.86,Low Chance
7.6,Infosys,"Tableau, Scrum, Git, MySQL",0.0,33.91,Low Chance
6.7,Infosys,"Swift, Rust, Go",0.0,24.7,Low Chance
5.1,Oracle,"Deep Learning, Swift, Angular, Java, Docker",25.0,12.02,Low Chance
8.4,Microsoft,"C++, Jenkins, Software Design, Teamwork, C#, Azure, Cloud, Scrum, Agile, Communication",100.0,81.73,High Chance
5.0,Adobe,"UI/UX, C++, Graphics, Java, Teamwork",100.0,17.89,Low Chance
8.4,TCS,"Python, PostgreSQL, MySQL, Computer Vision, Swift",0.0,34.99,Low Chance
9.9,TCS,"MongoDB, Tableau, JavaScript, GitHub, Kubernetes, Spring Boot, Enterprise Solutions, SQL, Jira, Java, Node.js, GCP",100.0,74.8,Medium Chance
7.9,TCS,"GitHub, Terraform, Docker, Scrum",0.0,24.17,Low Chance
6.9,TCS,"JavaScript, Leadership, Go, Enterprise Solutions, SQL, Pandas, Java, Machine Learning",100.0,89.03,High Chance
9.1,Amazon,"Power BI, Scalability, Leadership, AWS, SQL, Java, Machine Learning",100.0,95.66,High Chance
7.2,Microsoft,"Jira, Java, Git",0.0,15.52,Low Chance
8.4,Microsoft,"Pandas, C++",20.0,29.97,Low Chance
8.1,Adobe,"UI/UX, C++, Graphics, Git, Java, Machine Learning",100.0,81.07,High Chance
7.0,Meta,"TypeScript, JavaScript, Python, Node.js, TensorFlow, React, Scrum, Cassandra, Social Media Tech, Teamwork, Docker, Express",100.0,4.13,Low Chance
5.1,Netflix,"Redis, Django, Flask",0.0,23.49,Low Chance
9.7,TCS,"Git, JavaScript, Enterprise Solutions, SQL, Java",100.0,91.23,High Chance
5.6,TCS,"JavaScript, Enterprise Solutions, SQL, Java, Data Analysis",100.0,18.26,Low Chance
5.4,Oracle,"Vue.js, Leadership, MySQL, PyTorch, Node.js",0.0,29.02,Low Chance
7.6,Google,"Tableau, Terraform, Django, MySQL",0.0,16.05,Low Chance
6.7,Netflix,"GitHub, AWS, Microservices, Python, PyTorch, Java, Machine Learning, GCP",100.0,11.29,Low Chance
8.0,Adobe,"PyTorch, Rust, GCP, NLP",0.0,36.95,Low Chance
7.5,Netflix,"Power BI, TypeScript, C++, Tableau, GitHub, AWS, Microservices, Python, Azure, Kubernetes, Java, Machine Learning",100.0,46.07,Medium Chance
6.2,Adobe,"MongoDB, Scikit-Learn, C++, Angular, Terraform",25.0,11.85,Low Chance
6.5,Amazon,"PyTorch, GitHub, TensorFlow",0.0,25.32,Low Chance
7.7,Adobe,"UI/UX, C++, Graphics, Rust, Java",100.0,14.51,Low Chance
8.3,Apple,"Vue.js, C++, Objective-C, Swift, Quality Assurance, Communication",100.0,50.01,Medium Chance
6.7,Microsoft,"C++, Software Design, C#, Azure, Cloud",100.0,8.02,Low Chance
6.7,Infosys,"MongoDB, C++, Jenkins, Leadership, Python, Web Development, SQL, Pandas, Java, Node.js, Communication, GCP",100.0,89.27,High Chance
6.1,Amazon,"Tableau, NumPy, Go",0.0,17.62,Low Chance
6.7,Oracle,"Power BI, Database Design, Redis, NLP, Tableau, C#, Kubernetes, SQL, Angular, Swift, Java, Cloud Architecture",100.0,14.65,Low Chance
6.8,IBM,"Data Science, Git, AI, Python, Cloud, React",100.0,46.85,Medium Chance
6.1,Microsoft,"C++, Django, Software Design, JavaScript, C#, Azure, Cloud, Cassandra",100.0,25.32,Low Chance
7.4,Apple,"C++, Objective-C, Swift, Quality Assurance, Communication",100.0,27.53,Low Chance
7.9,IBM,"TypeScript, AWS, Azure, SQL, Agile",0.0,27.64,Low Chance
9.0,Google,"Angular, Data Analysis",20.0,23.97,Low Chance
8.6,Adobe,"UI/UX, Vue.js, C++, Graphics, NLP, PostgreSQL, SQL, Flask, Java",100.0,85.92,High Chance
5.8,IBM,"TypeScript, Data Science, AI, Python, Cloud, Deep Learning, Scrum, Agile, Matplotlib",100.0,23.05,Low Chance
6.5,Infosys,"Git, Django, React, PostgreSQL",0.0,40.0,Low Chance
5.4,Adobe,"UI/UX, C++, Graphics, Scikit-Learn, Leadership, Angular, Cassandra, Java, Terraform, Data Analysis",100.0,7.69,Low Chance
7.3,IBM,"Power BI, SQL, Azure, Scrum",0.0,37.73,Low Chance
6.4,Apple,"Kotlin, C++, Kubernetes, Objective-C, Swift, Angular, Quality Assurance, Communication, Docker",100.0,0.0,Low Chance
7.4,Netflix,"Kotlin, GitHub, AWS, Microservices, Python, Pandas, Java, Machine Learning",100.0,3.56,Low Chance
6.8,Netflix,"PyTorch, Kubernetes, Scrum",0.0,15.12,Low Chance
7.6,Amazon,"Scalability, Leadership, AWS, Deep Learning, SQL, Angular, Java",100.0,49.39,Medium Chance
7.7,IBM,"Kotlin, Data Science, Tableau, AI, Python, Cloud",100.0,91.64,High Chance
7.2,Oracle,"Redis, Deep Learning, Pandas, Node.js, TensorFlow",0.0,37.17,Low Chance
9.1,Oracle,"Django, Git, NLP, Pandas, React",0.0,17.56,Low Chance
8.7,Google,"MongoDB, Algorithms, C++, Python, Pandas, Rust, Node.js, Machine Learning, Data Analysis, Docker",100.0,99.53,High Chance
9.0,Amazon,"Scalability, Leadership, AWS, SQL, Java",100.0,94.77,High Chance
9.6,Amazon,"Scalability, Leadership, AWS, Python, SQL, Flask, Java",100.0,90.11,High Chance
5.0,Adobe,"Tableau, Leadership, SQL, React, Java, Matplotlib",25.0,27.81,Low Chance
5.0,Microsoft,"MongoDB, Communication, Git",0.0,20.17,Low Chance
8.5,Apple,"AWS, Express",0.0,21.63,Low Chance
7.3,IBM,"Django, Express",0.0,39.87,Low Chance
9.2,Apple,"Cassandra, C#, Swift",20.0,38.85,Low Chance
6.6,Amazon,"Scalability, Leadership, AWS, SQL, Java",100.0,14.82,Low Chance
7.5,Oracle,"Redis, TypeScript, GitHub, Spring Boot, Agile",0.0,30.11,Low Chance
7.8,Apple,"Redis, C++, Scikit-Learn, JavaScript, Kubernetes, Go, Objective-C, Swift, Quality Assurance, Communication",100.0,30.58,Low Chance
7.4,Google,"Algorithms, C++, Scikit-Learn, Teamwork, Python, Deep Learning, NumPy, PyTorch, Machine Learning, Data Analysis, Express",100.0,19.3,Low Chance
8.9,Microsoft,"TypeScript, C++, Software Design, C#, Azure, Cloud",100.0,100.0,High Chance
7.2,Amazon,"Scalability, Jenkins, Teamwork, Leadership, AWS, Deep Learning, SQL, Pandas, Java, Data Analysis, Matplotlib",100.0,25.82,Low Chance
8.6,Netflix,"Kotlin, AWS, Microservices, Python, Kubernetes, Swift, Java, Terraform, Machine Learning",100.0,91.89,High Chance
8.2,IBM,"TypeScript, Python, Go, Rust, GCP",25.0,40.49,Low Chance
6.8,Oracle,"Database Design, Redis, NLP, Spring Boot, SQL, Java, Cloud Architecture",100.0,15.62,Low Chance
5.6,Oracle,"TensorFlow, NLP, Computer Vision, Data Analysis",0.0,5.68,Low Chance
7.5,Amazon,"Scalability, Leadership, AWS, SQL, Java",100.0,29.0,Low Chance
5.3,Apple,"Jira, Pandas",0.0,20.15,Low Chance
8.7,Netflix,"Communication, Power BI, Rust",0.0,34.36,Low Chance
7.5,TCS,"Power BI, Vue.js, C++, Git, NLP, JavaScript, NumPy, Enterprise Solutions, SQL, Pandas, Java, Docker",100.0,88.52,High Chance
9.3,Meta,"Vue.js, Redis, JavaScript, Python, Node.js, Go, Rust, React, Agile, Social Media Tech",100.0,91.41,High Chance
7.8,Adobe,"Communication, Docker",0.0,25.69,Low Chance
5.8,Oracle,"Tableau, GitHub, Deep Learning, Go, Angular",0.0,12.54,Low Chance
7.2,Adobe,"Tableau, PyTorch, Swift, Scikit-Learn",0.0,7.88,Low Chance
9.8,Meta,"Kotlin, NumPy, PyTorch, Flask, TensorFlow",0.0,20.98,Low Chance
10.0,Microsoft,"C++, Scikit-Learn, Software Design, GitHub, C#, Azure, Cloud, Deep Learning, SQL, React, Java, TensorFlow",100.0,86.52,High Chance
7.7,Infosys,"PyTorch, SQL, Computer Vision, Go",25.0,52.62,Medium Chance
9.4,Amazon,"Scalability, Vue.js, Jenkins, NLP, Leadership, AWS, SQL, Angular, Java, Problem Solving, TensorFlow",100.0,83.2,High Chance
6.6,Amazon,"Scalability, Scikit-Learn, Leadership, AWS, JavaScript, Spring Boot, SQL, Java, Teamwork",100.0,14.86,Low Chance
7.4,TCS,"Git, Azure, Deep Learning, Scrum, Cassandra, Matplotlib",0.0,16.62,Low Chance
7.0,Google,"NLP, Tableau, GitHub, Spring Boot, SQL",0.0,20.35,Low Chance
8.1,Amazon,"Kotlin, GCP",0.0,32.34,Low Chance
7.5,Oracle,"Database Design, Git, SQL, Java, Cloud Architecture",100.0,94.66,High Chance
7.9,Oracle,"GitHub, Python, NumPy, React, Flask",0.0,22.0,Low Chance
7.9,Apple,"Kotlin, C++, JavaScript, Go, Machine Learning, Matplotlib",20.0,20.61,Low Chance
7.6,Google,"Machine Learning, Computer Vision, Kubernetes",20.0,6.7,Low Chance
6.2,Oracle,"Database Design, NLP, Spring Boot, SQL, React, Java, Cloud Architecture, Communication",100.0,8.88,Low Chance
6.2,Google,"MongoDB, Algorithms, C++, Azure, Python, Deep Learning, Rust, Cassandra, Java, Machine Learning, Data Analysis",100.0,20.37,Low Chance
6.8,Adobe,"Cassandra, PyTorch",0.0,6.19,Low Chance
5.9,Google,"Vue.js, Scikit-Learn, NLP, Flask, Jira, Node.js",0.0,22.38,Low Chance
7.4,Netflix,"PyTorch, Leadership, AWS",20.0,21.68,Low Chance
6.6,Amazon,"Scalability, Jenkins, Leadership, AWS, SQL, Flask, Scrum, Java, Express",100.0,19.51,Low Chance
8.0,Netflix,"Kotlin, Communication, Rust",0.0,12.61,Low Chance
9.2,IBM,"Data Science, AI, GitHub, Python, Cloud, Agile",100.0,93.92,High Chance
8.4,Adobe,"C#, PostgreSQL, Jira, Java, GCP",25.0,28.65,Low Chance
7.9,Microsoft,"Scikit-Learn, NLP, Leadership, PyTorch, Angular, TensorFlow",0.0,50.68,Medium Chance
9.0,TCS,"NumPy, MySQL",0.0,27.75,Low Chance
7.7,Netflix,"GitHub, Vue.js, Matplotlib",0.0,34.14,Low Chance
6.5,TCS,"Power BI, Redis, Machine Learning, Swift, Terraform, Express",0.0,32.98,Low Chance
7.5,Apple,"Redis, C++, Teamwork, Java, SQL, Objective-C, Swift, Quality Assurance, Communication",100.0,18.62,Low Chance
7.2,Meta,"Jira, MongoDB, Pandas, Jenkins",0.0,17.35,Low Chance
6.9,Infosys,"SQL, Docker, Express",25.0,23.72,Low Chance
7.3,Netflix,"Django, Jenkins, NLP, Deep Learning, Node.js, Data Analysis",0.0,20.31,Low Chance
8.6,Google,"Vue.js, Redis, MongoDB, Leadership, Go",0.0,32.31,Low Chance
8.4,Adobe,"TypeScript, Django, Express",0.0,26.61,Low Chance
5.4,IBM,"Vue.js, C++, Data Science, AI, GitHub, JavaScript, Python, Cloud",100.0,8.02,Low Chance
5.0,Netflix,"Scikit-Learn, Data Analysis",0.0,8.42,Low Chance
6.9,Oracle,"Database Design, Kotlin, Tableau, JavaScript, MySQL, SQL, Java, Cloud Architecture, Communication, Express",100.0,16.22,Low Chance
6.7,Meta,"Django, Docker",0.0,12.29,Low Chance
5.7,Google,"Algorithms, C++, NLP, Python, MySQL, SQL, Rust, Machine Learning, Data Analysis, Docker, Express",100.0,20.93,Low Chance
7.9,TCS,"Jenkins, NumPy, Angular, Cassandra, Problem Solving",0.0,20.8,Low Chance
7.0,Netflix,"Vue.js, Git, AWS, Microservices, Python, NumPy, MySQL, Java, Machine Learning, Teamwork",100.0,22.54,Low Chance
7.2,Microsoft,"MongoDB, C++, Docker",20.0,7.51,Low Chance
7.9,Apple,"Django, GCP, PyTorch, React, Docker",0.0,27.32,Low Chance
8.5,Microsoft,"Kotlin, C++, Django, Software Design, C#, Azure, Cloud, Swift, Jira",100.0,89.86,High Chance
10.0,Meta,"Vue.js, MongoDB, C++, Agile, Teamwork",0.0,43.05,Low Chance
6.1,Oracle,"Scrum, TensorFlow",0.0,8.05,Low Chance
5.0,Netflix,"Vue.js, NumPy, MySQL, React, Teamwork",0.0,27.35,Low Chance
7.7,TCS,"MongoDB, JavaScript, Enterprise Solutions, SQL, Rust, Java",100.0,93.75,High Chance
6.4,Amazon,"Scalability, Tableau, Leadership, AWS, GitHub, PostgreSQL, SQL, Cassandra, Jira, Java, Machine Learning",100.0,14.72,Low Chance
6.5,Google,"Kotlin, Algorithms, C++, Python, Deep Learning, Pandas, Node.js, Machine Learning, Data Analysis, Docker",100.0,26.77,Low Chance
7.2,Amazon,"MongoDB, Deep Learning, Angular, Java, Matplotlib",20.0,16.94,Low Chance
6.9,IBM,"Cassandra, Pandas, Agile, Data Analysis, Problem Solving",0.0,27.02,Low Chance
6.4,Apple,"Communication, Jenkins",20.0,27.25,Low Chance
8.1,Infosys,"PyTorch, Problem Solving",0.0,38.75,Low Chance
7.7,Microsoft,"Vue.js, Machine Learning, NumPy, GCP",0.0,26.56,Low Chance
8.0,Netflix,"C#, Go, Rust, Scrum, Teamwork",0.0,27.43,Low Chance
9.4,TCS,"TypeScript, Scikit-Learn, Redis, JavaScript, Azure, PyTorch, Enterprise Solutions, SQL, Agile, Java, Terraform",100.0,99.38,High Chance
7.7,Adobe,"Azure, C#, Kubernetes, Docker, Problem Solving, TensorFlow",0.0,35.82,Low Chance
6.9,Microsoft,"C++, Software Design, C#, Azure, Cloud, Teamwork",100.0,26.0,Low Chance
6.1,IBM,"GitHub, Django, Flask",0.0,29.2,Low Chance
7.2,TCS,"JavaScript, PostgreSQL, Enterprise Solutions, SQL, Jira, Java",100.0,84.38,High Chance
8.6,Microsoft,"Jenkins, NLP, Azure, PyTorch, Agile, Problem Solving",20.0,35.16,Low Chance
8.0,Amazon,"Python, Kubernetes, Scrum, Jira, GCP",0.0,42.42,Low Chance
9.2,Infosys,"Redis, Deep Learning, Web Development, SQL, Pandas, Problem Solving, Flask, Java, Communication, GCP",100.0,87.14,High Chance
7.1,Amazon,"Leadership, Data Analysis, Deep Learning",20.0,10.38,Low Chance
7.1,Google,"JavaScript, Node.js, Teamwork, Problem Solving",0.0,14.65,Low Chance
7.6,Microsoft,"C++, Software Design, C#, Azure, Cloud, React, Machine Learning",100.0,18.36,Low Chance
7.8,Meta,"TypeScript, Azure, PyTorch, Computer Vision, Matplotlib",0.0,35.4,Low Chance
6.9,Adobe,"UI/UX, C++, Graphics, Java, Communication",100.0,13.43,Low Chance
9.9,Microsoft,"Git, Deep Learning, NumPy, Data Analysis, Problem Solving, Express",0.0,45.91,Medium Chance
6.7,IBM,"Power BI, Redis, Django, Data Science, AI, C#, Python, Cloud, MySQL, Rust, GCP",100.0,31.61,Low Chance
9.2,Google,"Algorithms, C++, Tableau, Teamwork, Python, NumPy, Go, Communication, Spring Boot, Machine Learning, Data Analysis, Problem Solving",100.0,93.41,High Chance
9.2,Infosys,"NLP, Kubernetes, Web Development, SQL, Java, Machine Learning, Communication",100.0,100.0,High Chance
7.2,Google,"Go, TypeScript, Pandas, MySQL",0.0,12.12,Low Chance
6.3,Google,"Algorithms, C++, JavaScript, Leadership, C#, Python, Swift, Machine Learning, Data Analysis, Docker",100.0,9.43,Low Chance
10.0,IBM,"Scikit-Learn, Data Science, AI, Azure, Python, Cloud, Cassandra",100.0,79.37,High Chance
6.0,Netflix,"Tableau, SQL, Terraform, Communication",0.0,1.25,Low Chance
8.3,Microsoft,"Power BI, Cassandra, Django, Scikit-Learn, Spring Boot, Agile",0.0,32.09,Low Chance
6.9,Oracle,"Power BI, Database Design, TypeScript, Jenkins, SQL, Java, Cloud Architecture",100.0,15.95,Low Chance
7.5,Microsoft,"Jira, Vue.js, Problem Solving",0.0,51.84,Medium Chance
9.1,Amazon,"Leadership, Swift, Matplotlib",20.0,29.44,Low Chance
7.8,Oracle,"Database Design, GitHub, Azure, Node.js, PyTorch, SQL, Java, Cloud Architecture, Terraform",100.0,80.76,High Chance
8.7,Infosys,"Vue.js, TypeScript, Redis, Git, AWS, Web Development, SQL, Angular, Scrum, React, Java, Communication",100.0,85.13,High Chance
9.4,Meta,"Redis, JavaScript, Python, Node.js, React, Social Media Tech",100.0,89.73,High Chance
6.9,Meta,"Tableau, SQL, Machine Learning",0.0,9.68,Low Chance
8.8,Microsoft,"Kotlin, C++, Software Design, NLP, JavaScript, C#, Azure, Cloud, Pandas",100.0,90.94,High Chance
6.6,TCS,"Kotlin, Git, JavaScript, Leadership, NumPy, Enterprise Solutions, SQL, Rust, Java",100.0,91.46,High Chance
6.0,Microsoft,"NumPy, PyTorch, Scrum, Terraform, Communication",0.0,9.13,Low Chance
7.0,Google,"Redis, Scikit-Learn, Kubernetes, Swift, Docker, TensorFlow",0.0,16.96,Low Chance
8.6,Google,"Deep Learning, Pandas, Angular, React, Problem Solving, Matplotlib",0.0,28.61,Low Chance
6.9,Infosys,"NLP, Web Development, Spring Boot, SQL, Java, Communication",100.0,87.5,High Chance
6.1,Adobe,"UI/UX, C++, Graphics, Angular, Java",100.0,17.61,Low Chance
7.4,Netflix,"AWS, Microservices, Python, React, Jira, Java, Machine Learning",100.0,28.31,Low Chance
6.2,Netflix,"Cassandra, Scikit-Learn",0.0,29.41,Low Chance
7.2,Microsoft,"Redis, C++, Jenkins, Software Design, AWS, C#, Azure, Cloud, Pandas, Teamwork, Problem Solving",100.0,21.9,Low Chance
8.6,Apple,"C++, Objective-C, Swift, Quality Assurance, Communication",100.0,96.15,High Chance
8.6,Oracle,"Database Design, SQL, Computer Vision, Java, Cloud Architecture",100.0,100.0,High Chance
6.7,Google,"Power BI, Algorithms, C++, Python, NumPy, Problem Solving, Java, Machine Learning, Data Analysis, Docker",100.0,36.09,Low Chance
7.7,Infosys,"PyTorch, C#, Docker, MySQL",0.0,50.5,Medium Chance
8.0,Apple,"Agile, Azure, Data Analysis",0.0,22.61,Low Chance
9.3,Meta,"Tableau, Matplotlib, Machine Learning, Docker, TensorFlow",0.0,49.29,Medium Chance
7.7,TCS,"TypeScript, JavaScript, Leadership, Azure, Go, Enterprise Solutions, SQL, Rust, Scrum, Jira, Java, GCP",100.0,100.0,High Chance
9.3,TCS,"Vue.js, JavaScript, Leadership, GCP, Enterprise Solutions, SQL, Rust, Flask, Java, Problem Solving, Matplotlib",100.0,89.72,High Chance
5.6,Meta,"Kotlin, Vue.js, GitHub, Agile, Teamwork",0.0,29.42,Low Chance
5.7,Adobe,"C++, PyTorch, Jira, Java, Node.js",50.0,29.71,Low Chance
6.7,Meta,"Agile, Redis, Scikit-Learn, Flask",0.0,25.5,Low Chance
6.9,Netflix,"TensorFlow, NLP, Java, Git",20.0,11.59,Low Chance
6.7,IBM,"Agile, Azure, Computer Vision",0.0,51.04,Medium Chance
7.9,Meta,"Python, PostgreSQL, Spring Boot, React, Matplotlib",40.0,18.9,Low Chance
5.6,IBM,"Python, Problem Solving",25.0,4.79,Low Chance
7.8,TCS,"Vue.js, JavaScript, Deep Learning, Spring Boot, Enterprise Solutions, SQL, Flask, Cassandra, Java, Communication, GCP, Express",100.0,93.82,High Chance
8.4,TCS,"Kotlin, Terraform",0.0,37.84,Low Chance
7.2,Microsoft,"C++, Software Design, C#, Azure, Cloud, PyTorch, Angular",100.0,20.78,Low Chance
6.2,Infosys,"SQL, AWS, Rust, React",25.0,30.77,Low Chance
8.3,Apple,"Scikit-Learn, NumPy",0.0,28.3,Low Chance
5.0,Infosys,"Vue.js, Angular, Docker",0.0,0.0,Low Chance
7.9,Netflix,"AWS, Microservices, Python, Computer Vision, Java, Machine Learning",100.0,13.14,Low Chance
7.8,Microsoft,"Cassandra, GitHub",0.0,45.0,Medium Chance
6.6,TCS,"GitHub, Teamwork, NumPy",0.0,21.85,Low Chance
7.9,Oracle,"Power BI, Rust, Flask, Matplotlib",0.0,51.94,Medium Chance
8.9,Apple,"C++, Scikit-Learn, C#, PostgreSQL, MySQL, PyTorch, Spring Boot, Objective-C, Swift, Quality Assurance, Communication",100.0,74.71,Medium Chance
8.2,IBM,"Data Science, AI, Python, Cloud, Swift, React, Java, Express",100.0,100.0,High Chance
9.6,Google,"Algorithms, C++, Leadership, Azure, Python, NumPy, Flask, Agile, Machine Learning, Data Analysis",100.0,99.66,High Chance
6.7,Apple,"Azure, Kubernetes, Deep Learning, GCP, Matplotlib",0.0,9.21,Low Chance
6.5,Oracle,"Power BI, Database Design, Git, NLP, Deep Learning, SQL, Agile, Java, Cloud Architecture, Terraform, Problem Solving",100.0,25.97,Low Chance
7.0,TCS,"JavaScript, Enterprise Solutions, SQL, Scrum, Data Analysis, Java, Teamwork",100.0,85.92,High Chance
5.0,Oracle,"Database Design, Django, Git, Node.js, SQL, Flask, Java, Cloud Architecture, Matplotlib",100.0,23.35,Low Chance
5.4,TCS,"Machine Learning, Scikit-Learn",0.0,19.98,Low Chance
8.5,Oracle,"Database Design, NLP, Git, Python, SQL, Computer Vision, Scrum, Java, Cloud Architecture",100.0,78.2,High Chance
